,Year,Type of Offence,UNIT,VALUE
4022,2016,Controlled drug offences,Number,4107.0
4023,2016,Importation of drugs,Number,7.0
4024,2016,Cultivation or manufacture of drugs,Number,63.0
4025,2016,Possession of drugs for sale or supply,Number,864.0
4026,2016,Possession of drugs for personal use,Number,2988.0
4027,2016,Other drug offences,Number,185.0
4028,2016,Weapons and Explosives Offences,Number,484.0
4029,2016,"Explosives, chemical weapons offences",Number,1.0
4030,2016,Discharging a firearm,Number,27.0
4031,2016,Possession of a firearm,Number,41.0
4032,2016,Offensive weapons offences (n.e.c.),Number,413.0
4033,2016,Fireworks offences,Number,2.0
4034,2016,Damage to property and to the environment,Number,5318.0
4035,2016,Arson,Number,369.0
4036,2016,Criminal damage (not arson),Number,4905.0
4037,2016,Litter offences,Number,44.0
4038,2016,Public order and other social code offences,Number,6995.0
4039,2016,Disorderly conduct,Number,5789.0
4040,2016,Trespass offences,Number,529.0
4041,2016,Liquor licensing offences,Number,195.0
4042,2016,Prostitution offences,Number,9.0
4043,2016,"Regulated betting/money, collection/trading offences",Number,48.0
4044,2016,Social code offences (n.e.c.),Number,425.0
4045,2016,"Offences against government, justice procedures and organisation of crime",Number,3430.0
4046,2016,Offences against government and its agents,Number,85.0
4047,2016,Organisation of crime and conspiracy to commit crime,Number,3.0
4048,2016,Perverting the course of justice,Number,20.0
4049,2016,"Offences while in custody, breach of court orders",Number,3322.0
4050,2016,Homicide offences,Number,20.0
4051,2016,Murder,Number,9.0
4052,2016,Manslaughter,Number,0.0
4053,2016,Infanticide,Number,0.0
4054,2016,Dangerous driving leading to death,Number,11.0
4055,2016,Sexual offences,Number,579.0
4056,2016,Rape of a male or female,Number,122.0
4057,2016,Defilement of a boy or girl less than 17 years old,Number,26.0
4058,2016,Sexual offence involving mentally impaired person,Number,1.0
4059,2016,Aggravated sexual assault,Number,3.0
4060,2016,Sexual assault (not aggravated),Number,363.0
4061,2016,Other sexual offences,Number,64.0
4062,2016,"Attempts/threats to murder, assaults, harassments and related offences",Number,4313.0
4063,2016,Murder-attempt,Number,6.0
4064,2016,Threat to kill or cause serious harm,Number,179.0
4065,2016,Harassment and related offences,Number,349.0
4066,2016,"Assault causing harm, poisoning",Number,928.0
4067,2016,Other assault,Number,2851.0
4068,2016,Dangerous or negligent acts,Number,1951.0
4069,2016,Dangerous driving causing serious bodily harm,Number,2.0
4070,2016,Driving/in charge of a vehicle while over legal alcohol limit,Number,1766.0
4071,2016,Driving/in charge of a vehicle under the influence of drugs,Number,40.0
4072,2016,Endangerment with potential for serious harm/death,Number,26.0
4073,2016,"Abandoning a child, child neglect and cruelty",Number,78.0
4074,2016,Unseaworthy/dangerous use of boat or ship,Number,0.0
4075,2016,False alarm/interference with aircraft or air transport facilities,Number,0.0
4076,2016,Endangering traffic offences,Number,39.0
4077,2016,Kidnapping and related offences,Number,34.0
4078,2016,False imprisonment,Number,21.0
4079,2016,Abduction of person under 16 years of age,Number,8.0
4080,2016,Human trafficking offences,Number,5.0
4081,2016,"Robbery, extortion and hijacking offences",Number,534.0
4082,2016,Robbery of an establishment or institution,Number,149.0
4083,2016,Robbery of cash or goods in transit,Number,4.0
4084,2016,Robbery from the person,Number,336.0
4085,2016,Blackmail or extortion,Number,23.0
4086,2016,"Carjacking, hijacking/unlawful seizure of aircraft/vessel",Number,22.0
4087,2016,Burglary and related offences,Number,4429.0
4088,2016,Aggravated burglary,Number,51.0
4089,2016,Burglary (not aggravated),Number,4253.0
4090,2016,"Possession of an article (with intent to burgle, steal, demand)",Number,125.0
4091,2016,Theft and related offences,Number,16080.0
4092,2016,Theft/taking of vehicle and related offences,Number,997.0
4093,2016,Theft from person,Number,1176.0
4094,2016,Theft from shop,Number,5307.0
4095,2016,"Other thefts, handling stolen property",Number,8600.0
4096,2016,"Fraud, deception and related offences",Number,1323.0
4097,2016,Controlled drug offences,Number,4343.0
4098,2016,Importation of drugs,Number,7.0
4099,2016,Cultivation or manufacture of drugs,Number,93.0
4100,2016,Possession of drugs for sale or supply,Number,983.0
4101,2016,Possession of drugs for personal use,Number,3120.0
4102,2016,Other drug offences,Number,140.0
4103,2016,Weapons and Explosives Offences,Number,475.0
4104,2016,"Explosives, chemical weapons offences",Number,5.0
4105,2016,Discharging a firearm,Number,21.0
4106,2016,Possession of a firearm,Number,47.0
4107,2016,Offensive weapons offences (n.e.c.),Number,393.0
4108,2016,Fireworks offences,Number,9.0
4109,2016,Damage to property and to the environment,Number,5391.0
4110,2016,Arson,Number,434.0
4111,2016,Criminal damage (not arson),Number,4924.0
4112,2016,Litter offences,Number,33.0
4113,2016,Public order and other social code offences,Number,7558.0
4114,2016,Disorderly conduct,Number,6308.0
4115,2016,Trespass offences,Number,514.0
4116,2016,Liquor licensing offences,Number,212.0
4117,2016,Prostitution offences,Number,4.0
4118,2016,"Regulated betting/money, collection/trading offences",Number,60.0
4119,2016,Social code offences (n.e.c.),Number,460.0
4120,2016,"Offences against government, justice procedures and organisation of crime",Number,2750.0
4121,2016,Offences against government and its agents,Number,51.0
4122,2016,Organisation of crime and conspiracy to commit crime,Number,1.0
4123,2016,Perverting the course of justice,Number,14.0
4124,2016,"Offences while in custody, breach of court orders",Number,2684.0
4125,2016,Homicide offences,Number,25.0
4126,2016,Murder,Number,10.0
4127,2016,Manslaughter,Number,4.0
4128,2016,Infanticide,Number,0.0
4129,2016,Dangerous driving leading to death,Number,11.0
4130,2016,Sexual offences,Number,574.0
4131,2016,Rape of a male or female,Number,109.0
4132,2016,Defilement of a boy or girl less than 17 years old,Number,35.0
4133,2016,Sexual offence involving mentally impaired person,Number,7.0
4134,2016,Aggravated sexual assault,Number,2.0
4135,2016,Sexual assault (not aggravated),Number,353.0
4136,2016,Other sexual offences,Number,68.0
4137,2016,"Attempts/threats to murder, assaults, harassments and related offences",Number,4127.0
4138,2016,Murder-attempt,Number,5.0
4139,2016,Threat to kill or cause serious harm,Number,141.0
4140,2016,Harassment and related offences,Number,333.0
4141,2016,"Assault causing harm, poisoning",Number,939.0
4142,2016,Other assault,Number,2709.0
4143,2016,Dangerous or negligent acts,Number,2074.0
4144,2016,Dangerous driving causing serious bodily harm,Number,0.0
4145,2016,Driving/in charge of a vehicle while over legal alcohol limit,Number,1871.0
4146,2016,Driving/in charge of a vehicle under the influence of drugs,Number,66.0
4147,2016,Endangerment with potential for serious harm/death,Number,25.0
4148,2016,"Abandoning a child, child neglect and cruelty",Number,57.0
4149,2016,Unseaworthy/dangerous use of boat or ship,Number,0.0
4150,2016,False alarm/interference with aircraft or air transport facilities,Number,1.0
4151,2016,Endangering traffic offences,Number,54.0
4152,2016,Kidnapping and related offences,Number,22.0
4153,2016,False imprisonment,Number,13.0
4154,2016,Abduction of person under 16 years of age,Number,3.0
4155,2016,Human trafficking offences,Number,6.0
4156,2016,"Robbery, extortion and hijacking offences",Number,510.0
4157,2016,Robbery of an establishment or institution,Number,193.0
4158,2016,Robbery of cash or goods in transit,Number,9.0
4159,2016,Robbery from the person,Number,282.0
4160,2016,Blackmail or extortion,Number,14.0
4161,2016,"Carjacking, hijacking/unlawful seizure of aircraft/vessel",Number,12.0
4162,2016,Burglary and related offences,Number,5013.0
4163,2016,Aggravated burglary,Number,51.0
4164,2016,Burglary (not aggravated),Number,4845.0
4165,2016,"Possession of an article (with intent to burgle, steal, demand)",Number,117.0
4166,2016,Theft and related offences,Number,16577.0
4167,2016,Theft/taking of vehicle and related offences,Number,1103.0
4168,2016,Theft from person,Number,1194.0
4169,2016,Theft from shop,Number,5592.0
4170,2016,"Other thefts, handling stolen property",Number,8688.0
4171,2016,"Fraud, deception and related offences",Number,1148.0
4172,2016,Controlled drug offences,Number,3835.0
4173,2016,Importation of drugs,Number,6.0
4174,2016,Cultivation or manufacture of drugs,Number,57.0
4175,2016,Possession of drugs for sale or supply,Number,892.0
4176,2016,Possession of drugs for personal use,Number,2706.0
4177,2016,Other drug offences,Number,174.0
4178,2016,Weapons and Explosives Offences,Number,645.0
4179,2016,"Explosives, chemical weapons offences",Number,2.0
4180,2016,Discharging a firearm,Number,28.0
4181,2016,Possession of a firearm,Number,54.0
4182,2016,Offensive weapons offences (n.e.c.),Number,438.0
4183,2016,Fireworks offences,Number,123.0
4184,2016,Damage to property and to the environment,Number,5860.0
4185,2016,Arson,Number,456.0
4186,2016,Criminal damage (not arson),Number,5357.0
4187,2016,Litter offences,Number,47.0
4188,2016,Public order and other social code offences,Number,7501.0
4189,2016,Disorderly conduct,Number,6125.0
4190,2016,Trespass offences,Number,497.0
4191,2016,Liquor licensing offences,Number,243.0
4192,2016,Prostitution offences,Number,12.0
4193,2016,"Regulated betting/money, collection/trading offences",Number,62.0
4194,2016,Social code offences (n.e.c.),Number,562.0
4195,2016,"Offences against government, justice procedures and organisation of crime",Number,2983.0
4196,2016,Offences against government and its agents,Number,60.0
4197,2016,Organisation of crime and conspiracy to commit crime,Number,2.0
4198,2016,Perverting the course of justice,Number,11.0
4199,2016,"Offences while in custody, breach of court orders",Number,2910.0
4200,2017,Homicide offences,Number,22.0
4201,2017,Murder,Number,7.0
4202,2017,Manslaughter,Number,2.0
4203,2017,Infanticide,Number,0.0
4204,2017,Dangerous driving leading to death,Number,13.0
4205,2017,Sexual offences,Number,778.0
4206,2017,Rape of a male or female,Number,144.0
4207,2017,Defilement of a boy or girl less than 17 years old,Number,46.0
4208,2017,Sexual offence involving mentally impaired person,Number,10.0
4209,2017,Aggravated sexual assault,Number,1.0
4210,2017,Sexual assault (not aggravated),Number,465.0
4211,2017,Other sexual offences,Number,112.0
4212,2017,"Attempts/threats to murder, assaults, harassments and related offences",Number,4249.0
4213,2017,Murder-attempt,Number,4.0
4214,2017,Threat to kill or cause serious harm,Number,161.0
4215,2017,Harassment and related offences,Number,416.0
4216,2017,"Assault causing harm, poisoning",Number,895.0
4217,2017,Other assault,Number,2773.0
4218,2017,Dangerous or negligent acts,Number,1899.0
4219,2017,Dangerous driving causing serious bodily harm,Number,4.0
4220,2017,Driving/in charge of a vehicle while over legal alcohol limit,Number,1680.0
4221,2017,Driving/in charge of a vehicle under the influence of drugs,Number,66.0
4222,2017,Endangerment with potential for serious harm/death,Number,24.0
4223,2017,"Abandoning a child, child neglect and cruelty",Number,89.0
4224,2017,Unseaworthy/dangerous use of boat or ship,Number,2.0
4225,2017,False alarm/interference with aircraft or air transport facilities,Number,1.0
4226,2017,Endangering traffic offences,Number,33.0
4227,2017,Kidnapping and related offences,Number,25.0
4228,2017,False imprisonment,Number,16.0
4229,2017,Abduction of person under 16 years of age,Number,5.0
4230,2017,Human trafficking offences,Number,4.0
4231,2017,"Robbery, extortion and hijacking offences",Number,468.0
4232,2017,Robbery of an establishment or institution,Number,166.0
4233,2017,Robbery of cash or goods in transit,Number,2.0
4234,2017,Robbery from the person,Number,262.0
4235,2017,Blackmail or extortion,Number,20.0
4236,2017,"Carjacking, hijacking/unlawful seizure of aircraft/vessel",Number,18.0
4237,2017,Burglary and related offences,Number,4938.0
4238,2017,Aggravated burglary,Number,53.0
4239,2017,Burglary (not aggravated),Number,4769.0
4240,2017,"Possession of an article (with intent to burgle, steal, demand)",Number,116.0
4241,2017,Theft and related offences,Number,15831.0
4242,2017,Theft/taking of vehicle and related offences,Number,1016.0
4243,2017,Theft from person,Number,1285.0
4244,2017,Theft from shop,Number,5158.0
4245,2017,"Other thefts, handling stolen property",Number,8372.0
4246,2017,"Fraud, deception and related offences",Number,1474.0
4247,2017,Controlled drug offences,Number,3958.0
4248,2017,Importation of drugs,Number,8.0
4249,2017,Cultivation or manufacture of drugs,Number,54.0
4250,2017,Possession of drugs for sale or supply,Number,1012.0
4251,2017,Possession of drugs for personal use,Number,2741.0
4252,2017,Other drug offences,Number,143.0
4253,2017,Weapons and Explosives Offences,Number,505.0
4254,2017,"Explosives, chemical weapons offences",Number,5.0
4255,2017,Discharging a firearm,Number,19.0
4256,2017,Possession of a firearm,Number,55.0
4257,2017,Offensive weapons offences (n.e.c.),Number,421.0
4258,2017,Fireworks offences,Number,5.0
4259,2017,Damage to property and to the environment,Number,5446.0
4260,2017,Arson,Number,374.0
4261,2017,Criminal damage (not arson),Number,5027.0
4262,2017,Litter offences,Number,45.0
4263,2017,Public order and other social code offences,Number,7000.0
4264,2017,Disorderly conduct,Number,5683.0
4265,2017,Trespass offences,Number,561.0
4266,2017,Liquor licensing offences,Number,251.0
4267,2017,Prostitution offences,Number,9.0
4268,2017,"Regulated betting/money, collection/trading offences",Number,57.0
4269,2017,Social code offences (n.e.c.),Number,439.0
4270,2017,"Offences against government, justice procedures and organisation of crime",Number,3469.0
4271,2017,Offences against government and its agents,Number,67.0
4272,2017,Organisation of crime and conspiracy to commit crime,Number,2.0
