"STATISTIC Label","Quarter","Type of Offence","UNIT","VALUE"
"Recorded crime incidents (Under Reservation)","2012Q4","Other thefts, handling stolen property","Number","10445"
"Recorded crime incidents (Under Reservation)","2012Q4","Fraud, deception and related offences","Number","1259"
"Recorded crime incidents (Under Reservation)","2012Q4","Controlled drug offences","Number","3718"
"Recorded crime incidents (Under Reservation)","2012Q4","Importation of drugs","Number","4"
"Recorded crime incidents (Under Reservation)","2012Q4","Cultivation or manufacture of drugs","Number","123"
"Recorded crime incidents (Under Reservation)","2012Q4","Possession of drugs for sale or supply","Number","807"
"Recorded crime incidents (Under Reservation)","2012Q4","Possession of drugs for personal use","Number","2660"
"Recorded crime incidents (Under Reservation)","2012Q4","Other drug offences","Number","124"
"Recorded crime incidents (Under Reservation)","2012Q4","Weapons and Explosives Offences","Number","865"
"Recorded crime incidents (Under Reservation)","2012Q4","Explosives, chemical weapons offences","Number","28"
"Recorded crime incidents (Under Reservation)","2012Q4","Discharging a firearm","Number","39"
"Recorded crime incidents (Under Reservation)","2012Q4","Possession of a firearm","Number","62"
"Recorded crime incidents (Under Reservation)","2012Q4","Offensive weapons offences (n.e.c.)","Number","527"
"Recorded crime incidents (Under Reservation)","2012Q4","Fireworks offences","Number","209"
"Recorded crime incidents (Under Reservation)","2012Q4","Damage to property and to the environment","Number","7861"
"Recorded crime incidents (Under Reservation)","2012Q4","Arson","Number","520"
"Recorded crime incidents (Under Reservation)","2012Q4","Criminal damage (not arson)","Number","7291"
"Recorded crime incidents (Under Reservation)","2012Q4","Litter offences","Number","50"
"Recorded crime incidents (Under Reservation)","2012Q4","Public order and other social code offences","Number","10339"
"Recorded crime incidents (Under Reservation)","2012Q4","Disorderly conduct","Number","8828"
"Recorded crime incidents (Under Reservation)","2012Q4","Trespass offences","Number","684"
"Recorded crime incidents (Under Reservation)","2012Q4","Liquor licensing offences","Number","427"
"Recorded crime incidents (Under Reservation)","2012Q4","Prostitution offences","Number","30"
"Recorded crime incidents (Under Reservation)","2012Q4","Regulated betting/money, collection/trading offences","Number","81"
"Recorded crime incidents (Under Reservation)","2012Q4","Social code offences (n.e.c.)","Number","289"
"Recorded crime incidents (Under Reservation)","2012Q4","Offences against government, justice procedures and organisation of crime","Number","2140"
"Recorded crime incidents (Under Reservation)","2012Q4","Offences against government and its agents","Number","90"
"Recorded crime incidents (Under Reservation)","2012Q4","Organisation of crime and conspiracy to commit crime","Number","0"
"Recorded crime incidents (Under Reservation)","2012Q4","Perverting the course of justice","Number","16"
"Recorded crime incidents (Under Reservation)","2012Q4","Offences while in custody, breach of court orders","Number","2034"
"Recorded crime incidents (Under Reservation)","2013Q1","Homicide offences","Number","19"
"Recorded crime incidents (Under Reservation)","2013Q1","Murder","Number","9"
"Recorded crime incidents (Under Reservation)","2013Q1","Manslaughter","Number","1"
"Recorded crime incidents (Under Reservation)","2013Q1","Infanticide","Number","0"
"Recorded crime incidents (Under Reservation)","2013Q1","Dangerous driving leading to death","Number","9"
"Recorded crime incidents (Under Reservation)","2013Q1","Sexual offences","Number","512"
"Recorded crime incidents (Under Reservation)","2013Q1","Rape of a male or female","Number","102"
"Recorded crime incidents (Under Reservation)","2013Q1","Defilement of a boy or girl less than 17 years old","Number","26"
"Recorded crime incidents (Under Reservation)","2013Q1","Sexual offence involving mentally impaired person","Number","4"
"Recorded crime incidents (Under Reservation)","2013Q1","Aggravated sexual assault","Number","1"
"Recorded crime incidents (Under Reservation)","2013Q1","Sexual assault (not aggravated)","Number","342"
"Recorded crime incidents (Under Reservation)","2013Q1","Other sexual offences","Number","37"
"Recorded crime incidents (Under Reservation)","2013Q1","Attempts/threats to murder, assaults, harassments and related offences","Number","3471"
"Recorded crime incidents (Under Reservation)","2013Q1","Murder-attempt","Number","4"
"Recorded crime incidents (Under Reservation)","2013Q1","Threat to kill or cause serious harm","Number","76"
"Recorded crime incidents (Under Reservation)","2013Q1","Harassment and related offences","Number","393"
"Recorded crime incidents (Under Reservation)","2013Q1","Assault causing harm, poisoning","Number","766"
"Recorded crime incidents (Under Reservation)","2013Q1","Other assault","Number","2232"
"Recorded crime incidents (Under Reservation)","2013Q1","Dangerous or negligent acts","Number","1832"
"Recorded crime incidents (Under Reservation)","2013Q1","Dangerous driving causing serious bodily harm","Number","5"
"Recorded crime incidents (Under Reservation)","2013Q1","Driving/in charge of a vehicle while over legal alcohol limit","Number","1627"
"Recorded crime incidents (Under Reservation)","2013Q1","Driving/in charge of a vehicle under the influence of drugs","Number","58"
"Recorded crime incidents (Under Reservation)","2013Q1","Endangerment with potential for serious harm/death","Number","15"
"Recorded crime incidents (Under Reservation)","2013Q1","Abandoning a child, child neglect and cruelty","Number","80"
"Recorded crime incidents (Under Reservation)","2013Q1","Unseaworthy/dangerous use of boat or ship","Number","0"
"Recorded crime incidents (Under Reservation)","2013Q1","False alarm/interference with aircraft or air transport facilities","Number","2"
"Recorded crime incidents (Under Reservation)","2013Q1","Endangering traffic offences","Number","45"
"Recorded crime incidents (Under Reservation)","2013Q1","Kidnapping and related offences","Number","33"
"Recorded crime incidents (Under Reservation)","2013Q1","False imprisonment","Number","25"
"Recorded crime incidents (Under Reservation)","2013Q1","Abduction of person under 16 years of age","Number","4"
"Recorded crime incidents (Under Reservation)","2013Q1","Human trafficking offences","Number","4"
"Recorded crime incidents (Under Reservation)","2013Q1","Robbery, extortion and hijacking offences","Number","769"
"Recorded crime incidents (Under Reservation)","2013Q1","Robbery of an establishment or institution","Number","299"
"Recorded crime incidents (Under Reservation)","2013Q1","Robbery of cash or goods in transit","Number","7"
"Recorded crime incidents (Under Reservation)","2013Q1","Robbery from the person","Number","437"
"Recorded crime incidents (Under Reservation)","2013Q1","Blackmail or extortion","Number","7"
"Recorded crime incidents (Under Reservation)","2013Q1","Carjacking, hijacking/unlawful seizure of aircraft/vessel","Number","19"
"Recorded crime incidents (Under Reservation)","2013Q1","Burglary and related offences","Number","6635"
"Recorded crime incidents (Under Reservation)","2013Q1","Aggravated burglary","Number","67"
"Recorded crime incidents (Under Reservation)","2013Q1","Burglary (not aggravated)","Number","6403"
"Recorded crime incidents (Under Reservation)","2013Q1","Possession of an article (with intent to burgle, steal, demand)","Number","165"
"Recorded crime incidents (Under Reservation)","2013Q1","Theft and related offences","Number","18592"
"Recorded crime incidents (Under Reservation)","2013Q1","Theft/taking of vehicle and related offences","Number","2032"
"Recorded crime incidents (Under Reservation)","2013Q1","Theft from person","Number","1416"
"Recorded crime incidents (Under Reservation)","2013Q1","Theft from shop","Number","4799"
"Recorded crime incidents (Under Reservation)","2013Q1","Other thefts, handling stolen property","Number","10345"
"Recorded crime incidents (Under Reservation)","2013Q1","Fraud, deception and related offences","Number","1178"
"Recorded crime incidents (Under Reservation)","2013Q1","Controlled drug offences","Number","3332"
"Recorded crime incidents (Under Reservation)","2013Q1","Importation of drugs","Number","15"
"Recorded crime incidents (Under Reservation)","2013Q1","Cultivation or manufacture of drugs","Number","71"
"Recorded crime incidents (Under Reservation)","2013Q1","Possession of drugs for sale or supply","Number","813"
"Recorded crime incidents (Under Reservation)","2013Q1","Possession of drugs for personal use","Number","2330"
"Recorded crime incidents (Under Reservation)","2013Q1","Other drug offences","Number","103"
"Recorded crime incidents (Under Reservation)","2013Q1","Weapons and Explosives Offences","Number","620"
"Recorded crime incidents (Under Reservation)","2013Q1","Explosives, chemical weapons offences","Number","20"
"Recorded crime incidents (Under Reservation)","2013Q1","Discharging a firearm","Number","39"
"Recorded crime incidents (Under Reservation)","2013Q1","Possession of a firearm","Number","53"
"Recorded crime incidents (Under Reservation)","2013Q1","Offensive weapons offences (n.e.c.)","Number","500"
"Recorded crime incidents (Under Reservation)","2013Q1","Fireworks offences","Number","8"
"Recorded crime incidents (Under Reservation)","2013Q1","Damage to property and to the environment","Number","7327"
"Recorded crime incidents (Under Reservation)","2013Q1","Arson","Number","409"
"Recorded crime incidents (Under Reservation)","2013Q1","Criminal damage (not arson)","Number","6844"
"Recorded crime incidents (Under Reservation)","2013Q1","Litter offences","Number","74"
"Recorded crime incidents (Under Reservation)","2013Q1","Public order and other social code offences","Number","8582"
"Recorded crime incidents (Under Reservation)","2013Q1","Disorderly conduct","Number","7297"
"Recorded crime incidents (Under Reservation)","2013Q1","Trespass offences","Number","678"
"Recorded crime incidents (Under Reservation)","2013Q1","Liquor licensing offences","Number","345"
"Recorded crime incidents (Under Reservation)","2013Q1","Prostitution offences","Number","26"
"Recorded crime incidents (Under Reservation)","2013Q1","Regulated betting/money, collection/trading offences","Number","47"
"Recorded crime incidents (Under Reservation)","2013Q1","Social code offences (n.e.c.)","Number","189"
"Recorded crime incidents (Under Reservation)","2013Q1","Offences against government, justice procedures and organisation of crime","Number","2217"
"Recorded crime incidents (Under Reservation)","2013Q1","Offences against government and its agents","Number","66"
"Recorded crime incidents (Under Reservation)","2013Q1","Organisation of crime and conspiracy to commit crime","Number","1"
